,showInProfile,allowDataAccess,showByline,showShareOptions,showTabs,showToolbar,showWatermark,warnDataAccess,id,ownerId,firstPublishDate,lastPublishDate,createdAt,lastUpdateDate,size,description,luid,permalink,revision,title,workbookRepoUrl,extractInfo,viewCount,defaultViewName,defaultViewRepoUrl,defaultViewLuid,authorProfileName,authorDisplayName,externalLink,numberOfFavorites,attributions,error.message,error.id,getDate
0,True,True,False,True,False,True,True,False,14895581.0,775932.0,1718366006079.0,1718367552959.0,1718366006086.0,1718367554885.0,4106637.0,PM2.5による影響と対策 | Japan #VizGames Final 2024,08a6cbc9-19ab-4b66-bfb7-3aef356535c6,,1.6,PM2.5による影響と対策 | Japan #VizGames Final 2024,PM2_5JapanVizGamesFinal2024,,1497.0,PM2.5 Story,PM2_5JapanVizGamesFinal2024/sheets/PM2_5Story,14cfaa6e-b6da-4d56-a251-613d96d766c7,yuta1985,Yuta Sakai,,52.0,[],,,2025/10/13 10:59:26
1,True,True,False,True,False,True,True,False,17469297.0,775932.0,1756911125150.0,1757256564065.0,1756911125157.0,1757256565876.0,169842.0,"VizGames2025の予選応募作品として作成。
#VizGames
#VizGames2025",966faba3-b251-4b62-ae37-557cbc6e499e,,2.4,日本人の心のふるさと「伊勢神宮の魅力」,TheCharmofIseJingu,,755.0,1.表紙,TheCharmofIseJingu/sheets/1_,42ece586-880a-4f39-ad3f-6dd8564e60f1,yuta1985,Yuta Sakai,,3.0,[],,,2025/10/13 10:59:26
2,True,True,False,True,False,True,True,False,16824898.0,775932.0,1745419963420.0,1745420020573.0,1745419963425.0,1745420021266.0,36328.0,WoW2025week17:Can you switch measures?,eda83998-78e3-407a-b0aa-93dbb35d79f9,,1.1,WoW2025week17:Can you switch measures?,WoW2025week17Canyouswitchmeasures,,37.0,Dashboard,WoW2025week17Canyouswitchmeasures/sheets/Dashboard,99e6fe38-1bda-440a-928b-44e718e93e0e,yuta1985,Yuta Sakai,,0.0,[],,,2025/10/13 10:59:26
3,True,True,False,True,False,True,True,False,16791184.0,775932.0,1744955568128.0,1744981864835.0,1744955568133.0,1744981866577.0,22571.0,MOM2025week16: Pet Owner Ship Internationaly,21e155ee-8591-4d5f-a7e7-f371e8f57c6e,,1.3,MOM2025week16: Pet Owner Ship Internationaly,MOM2025week16PetOwnerShipInternationaly,,50.0,Dashboard,MOM2025week16PetOwnerShipInternationaly/sheets/Dashboard,3fdbde9c-959d-49b3-8ff6-1b6d62ac0e0b,yuta1985,Yuta Sakai,,1.0,[],,,2025/10/13 10:59:26
4,True,True,False,True,False,True,True,False,16786862.0,775932.0,1744905696302.0,1744955488501.0,1744905696308.0,1744955490208.0,428210.0,#WOW2025,5da5a450-f84d-4b25-a1e3-3e67e141c7f8,,1.2,WoW2025week16: Can you use COntainers and Dynamic Zone Visibility?,WOW2025Week16TC25,,59.0,ダッシュボード 1,WOW2025Week16TC25/sheets/1,ac4fe147-9cc6-46e6-a50e-6b984383e5e7,yuta1985,Yuta Sakai,,0.0,[],,,2025/10/13 10:59:26
5,True,False,False,True,True,True,True,False,16473815.0,775932.0,1741264248590.0,1741264248590.0,1741264248596.0,1741264249989.0,54787.0,secengsurvey,3dda9c06-eb98-4bb8-8d64-f39b4c2a5e29,,1.0,secengsurvey,secengsurvey,,86.0,Answers,secengsurvey/sheets/Answers,fea08c84-0d8e-43d7-bae8-ef4a9bdfa9a7,yuta1985,Yuta Sakai,,1.0,[],,,2025/10/13 10:59:26
6,True,True,False,True,False,True,True,False,16155560.0,775932.0,1739016161450.0,1739157566683.0,1739016161459.0,1739157569078.0,2647311.0,2025/2/7に開催されたTableau東北ユーザー会のワークショップにて作成した商店街の通行人数ダッシュボードです。商店街に店舗を持つ方がシフトやイベント開催時期の検討に活用するダッシュボードです。,b08acef3-8101-4120-9471-67ea992e6e5d,,1.1,東北ユーザー会：商店街の通行人数ダッシュボード,_17390161614520,,287.0,人流ダッシュボード,_17390161614520/sheets/sheet0,68a4cbf0-896f-476f-b156-9e79bdf8ba63,yuta1985,Yuta Sakai,,3.0,[],,,2025/10/13 10:59:26
7,True,True,False,True,False,True,True,False,15715007.0,775932.0,1732235699733.0,1732235801902.0,1732235699740.0,1744249306700.0,73588.0,Tableau曲線表現講座の作成物,6c558587-bf1e-4dd6-ba6c-68c4cb97d81a,,1.1,Tableau曲線表現講座の作成物,Tableau_17322356997350,,1634.0,作成物一覧,Tableau_17322356997350/sheets/sheet0,dc1315e7-c5c7-4e22-b1d0-9a1b87e98e12,yuta1985,Yuta Sakai,,73.0,[],,,2025/10/13 10:59:26
8,True,True,False,True,False,True,True,False,15164586.0,775932.0,1723263019269.0,1723263482220.0,1723263019278.0,1723263483038.0,54661.0,睡眠時間と起床就寝時間の関係,a79b9a8a-c5bc-445d-9bc9-6db23d106972,,1.1,睡眠時間と起床就寝時間の関係,_17232630192720,,313.0,Sleep,_17232630192720/sheets/Sleep,396c5ce5-2581-478f-9184-bf33f4f1d8d4,yuta1985,Yuta Sakai,,2.0,[],,,2025/10/13 10:59:26
9,True,True,False,True,False,True,True,False,15051912.0,775932.0,1721199349309.0,1721203249270.0,1721199349319.0,1721203250458.0,197485.0,IPA受験情報,b598d2a2-b95f-455f-a9ee-5ea4e52de86f,,1.3,IPA受験情報,IPA_17211993493120,,214.0,IPA受験者数情報,IPA_17211993493120/sheets/1,bbc01750-6feb-444e-a5ac-456bb592af8b,yuta1985,Yuta Sakai,,0.0,[],,,2025/10/13 10:59:26
10,True,True,False,True,False,True,True,False,15008306.0,775932.0,1720453785322.0,1720505504138.0,1720453785330.0,1721136390452.0,24843.0,東京都都知事選挙投票率の推移 ,7f2d427e-0122-489d-839a-531ea52a7004,,1.3,東京都都知事選挙投票率の推移,_17204537853240,,157.0,投票率の推移,_17204537853240/sheets/sheet3,dabfb59a-6254-4c6f-8a11-99e1d276ebce,yuta1985,Yuta Sakai,,0.0,[],,,2025/10/13 10:59:26
11,True,True,False,True,False,True,True,False,14825075.0,775932.0,1717311265561.0,1717311467888.0,1717311265565.0,1717311468660.0,366750.0,WoW2024week22: Can You Make a Page Navigator?,284c6430-4894-4d4c-b1de-734ed73b1a9b,,1.1,WoW2024week22: Can You Make a Page Navigator?,WoW2024week22CanYouMakeaPageNavigator,,148.0,Dashboard,WoW2024week22CanYouMakeaPageNavigator/sheets/Dashboard,6862bdc3-81ff-4ef4-9f4e-b336fecec11b,yuta1985,Yuta Sakai,,4.0,"[{'authorDisplayName': 'Yoshitaka Arakawa', 'authorProfileName': 'yoshitaka6076', 'attributionUrl': 'https://public.tableau.com/app/profile/yoshitaka6076/viz/WOW2024W22CanYouMakeaPageNavigator/SyncedTableBonus', 'workbookName': '#WOW2024 W22: Can You Make a Page Navigator?', 'workbookRepoUrl': 'WOW2024W22CanYouMakeaPageNavigator', 'workbookViewName': 'SyncedTableBonus'}]",,,2025/10/13 10:59:26
12,True,True,False,True,False,True,True,False,14712752.0,775932.0,1715641898019.0,1715669008742.0,1715641898027.0,1715669963401.0,183369.0,伊勢神宮,022c9348-4532-4ab5-ad41-649b2bcca2df,,1.1,伊勢神宮(Ise Jingu/Ise Shrine),_17156418980210,,382.0,IseShrine,_17156418980210/sheets/IseShrine,be0d66b3-cdc8-40dd-9663-cb30cb7f6799,yuta1985,Yuta Sakai,,4.0,"[{'authorDisplayName': 'Dennis Kao', 'authorProfileName': 'dennis.kao', 'attributionUrl': 'https://public.tableau.com/app/profile/dennis.kao/viz/KyotosCherryBlossomsMap/Map', 'workbookName': 'Kyoto Cherry Blossom Map', 'workbookRepoUrl': 'KyotosCherryBlossomsMap', 'workbookViewName': 'Map'}]",,,2025/10/13 10:59:26
13,True,True,False,True,False,True,True,False,14494940.0,775932.0,1713097878725.0,1713097878725.0,1713097878733.0,1721175631803.0,27701.0,桜の開花日は北は早く南は遅くなっている？ ,668f1dc6-9046-4860-b187-d58e0c0912b6,,1.0,桜の開花日は北は早く南は遅くなっている？,_17130978787270,,413.0,Dashboard,_17130978787270/sheets/Dashboard,2bb07edf-10ee-4408-aeeb-b8145f9029a9,yuta1985,Yuta Sakai,,3.0,[],,,2025/10/13 10:59:26
14,True,True,False,True,False,True,True,False,14370233.0,775932.0,1711631025856.0,1711631025856.0,1711631025862.0,1711631026950.0,353021.0,WoW2024week13: Can you build this segmented bar chart?,b32e0fb2-1582-4021-a761-df08b8f4226a,,1.0,WoW2024week13: Can you build this segmented bar chart?,WoW2024week13Canyoubuildthissegmentedbarchart,,107.0,Dashboard,WoW2024week13Canyoubuildthissegmentedbarchart/sheets/Dashboard,933c7f08-efd4-4406-b912-f3872ddad8b9,yuta1985,Yuta Sakai,,0.0,[],,,2025/10/13 10:59:26
15,True,True,False,True,False,True,True,False,14336814.0,775932.0,1711293999754.0,1711293999754.0,1711293999758.0,1711294044000.0,347424.0,#VizTS x  #ほくたぶ x #1シート教,95039e45-7b46-4c7c-a60a-42d26ec1a7cc,,1.0,#VizTS x #ほくたぶ x  #1シート教,VizTSxx1,,122.0,Dashboard,VizTSxx1/sheets/Dashboard,d2b76a7a-ea10-4611-b6f3-e6b6093a4c1d,yuta1985,Yuta Sakai,,1.0,[],,,2025/10/13 10:59:26
16,True,True,False,True,False,True,True,False,14258517.0,775932.0,1710419055778.0,1710419124465.0,1710419055783.0,1710498571468.0,316809.0,WoW2024week11,069e995f-001d-4b98-ba09-3822a973cf40,,1.1,WoW2024week11,WoW2024week11,,82.0,Dashbaord,WoW2024week11/sheets/Dashbaord,eeb02131-24ac-4d9b-a04b-e282915659e2,yuta1985,Yuta Sakai,,3.0,"[{'authorDisplayName': 'Erica Hughes', 'authorProfileName': 'erica.hughes', 'attributionUrl': 'https://public.tableau.com/app/profile/erica.hughes/viz/WOW2024Week11/Dashboard1', 'workbookName': '#WOW2024 Week 11', 'workbookRepoUrl': 'WOW2024Week11', 'workbookViewName': 'Dashboard1'}]",,,2025/10/13 10:59:26
17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,We failed to process the request,20cc0178953ab91910154beaac0b78d5 MLbxBtNy,2025/10/13 10:59:26
18,True,True,False,True,False,True,True,False,14171100.0,775932.0,1709474453349.0,1721346916750.0,1709474453356.0,1721346917458.0,41981.0,東京都における島しょごとの地震津波状況,17f264ba-4283-4558-be07-dc8cd1a834c1,,1.5,東京都における島しょごとの地震津波状況,_17094744533510,,140.0,島しょごとの地震津波状況,_17094744533510/sheets/sheet0,3f5e4511-2417-4efc-9445-7d18c2fb8b26,yuta1985,Yuta Sakai,,1.0,[],,,2025/10/13 10:59:26
19,True,True,False,True,False,True,True,False,14117753.0,775932.0,1708919206031.0,1708919206031.0,1708919206039.0,1708919206544.0,12837.0,屋久島におけるNO3調査結果,3c880421-0a20-48ab-ba21-5432808b6759,,1.0,屋久島におけるNO3調査結果,NO3_17089192060330,,154.0,屋久島におけるNO3調査結果,NO3_17089192060330/sheets/NO3,616d16ec-9967-4c36-a594-0ec5f6cc1e21,yuta1985,Yuta Sakai,,0.0,[],,,2025/10/13 10:59:26
20,True,True,False,True,False,True,True,False,14035721.0,775932.0,1707955047621.0,1707969787836.0,1707955047628.0,1721442043736.0,279980.0,1シート研究会 - その他の手法の思考と感想 ,04772b62-82b1-4321-b64c-56f0dc904eea,,1.2,1シート研究会 - その他の手法の試行と考察,1-_17079550476230,,122.0,1シート研究会,1-_17079550476230/sheets/1,0518213b-6f94-4704-9bb8-b63c96848331,yuta1985,Yuta Sakai,,2.0,[],,,2025/10/13 10:59:26
21,True,True,False,True,False,True,True,False,13954696.0,775932.0,1707055554004.0,1707055554004.0,1707055554009.0,1707059405916.0,85476.0,"フォントにM PLUS2を使っているため、表示が崩れる可能性があります。
#オープンデータスゴイ",49f897a5-70f2-4e19-905a-23f590d7eb69,,1.0,東京都における高齢化率の推移（将来推計）,_17070555540060,,112.0,高齢化推移,_17070555540060/sheets/sheet0,513bd540-1a5f-45f9-b78d-63b1ff26046b,yuta1985,Yuta Sakai,,0.0,[],,,2025/10/13 10:59:26
22,True,True,False,True,False,True,True,False,13645494.0,775932.0,1702623339664.0,1702623911595.0,1702623339668.0,1702623912821.0,361508.0,WoW2023week48: Can you add candle sticks to bar charts?,38717314-d1ed-44c4-8448-68351ef965ff,,1.1,WoW2023week48: Can you add candle sticks to bar charts?,WoW2023week48Canyouaddcandlestickstobarcharts,,130.0,WoW2023week48,WoW2023week48Canyouaddcandlestickstobarcharts/sheets/WoW2023week48,b7168058-7368-45fe-b1e8-0de46af7765c,yuta1985,Yuta Sakai,,1.0,"[{'authorDisplayName': 'Shunta Nakajima', 'authorProfileName': 'shunta.nakajima', 'attributionUrl': 'https://public.tableau.com/app/profile/shunta.nakajima/viz/WOW2023W48Canyouaddcandlestickstobarcharts/Dash', 'workbookName': '#WOW2023 W48 | Can you add candlesticks to bar charts?', 'workbookRepoUrl': 'WOW2023W48Canyouaddcandlestickstobarcharts', 'workbookViewName': 'Dash'}]",,,2025/10/13 10:59:26
23,True,True,False,True,False,True,True,False,13517321.0,775932.0,1701266906427.0,1701266906427.0,1701266906432.0,1703567238964.0,337913684.0,PODB法人番号データ | 業種分析ダッシュボード,65b62542-55e1-45e9-90a3-5fe8aefd067c,,1.0,PODB法人番号データ | 業種分析ダッシュボード,PODB_17012669064290,,4059.0,業種の選択,PODB_17012669064290/sheets/sheet0,efc6396a-21c5-465e-ae07-e29707195474,yuta1985,Yuta Sakai,,46.0,[],,,2025/10/13 10:59:26
24,True,True,False,True,False,True,True,False,13327324.0,775932.0,1699194833139.0,1699194833139.0,1699194833145.0,1699194834162.0,229836.0,十人十色の個性が彩る十年とこれから,982e1708-30f0-442c-8e76-4e428da02fc9,,1.0,十人十色の個性が彩る十年とこれから,_16991948331410,,460.0,LoveColor,_16991948331410/sheets/LoveColor,69629d71-d89c-4c8c-96b7-18a7c9f7c5ad,yuta1985,Yuta Sakai,,3.0,[],,,2025/10/13 10:59:26
25,True,True,False,True,False,True,True,False,13290737.0,775932.0,1698770303331.0,1698770559488.0,1698770303336.0,1698770560887.0,191546.0,What Color Do You Love?,877325a7-c99c-4c1c-a403-3758cc5f1511,,1.1,What Color Do You Love?,WhatColorDoYouLove,,510.0,LoveColor,WhatColorDoYouLove/sheets/LoveColor,20671118-c215-43fc-ac9e-34858e951cff,yuta1985,Yuta Sakai,,12.0,[],,,2025/10/13 10:59:26
26,True,False,False,True,False,True,True,False,12571958.0,775932.0,1690342973723.0,1690342973723.0,1690342973727.0,1692149774014.0,231556.0,MoM2023week30: Sea Ice Extent In Antartica,a3c3517c-19f1-4c3b-a339-a36871700cc1,,1.0,MoM2023week30: Sea Ice Extent In Antartica,MoM2023week30SeaIceExtentInAntartica,,200.0,Dashboard,MoM2023week30SeaIceExtentInAntartica/sheets/Dashboard,546cc29d-950d-4ac7-91b1-a2e101ad83ef,yuta1985,Yuta Sakai,,2.0,[],,,2025/10/13 10:59:26
27,True,False,False,True,False,True,True,False,12571774.0,775932.0,1690340627383.0,1690340730930.0,1690340627389.0,1690340732287.0,266925.0,MoM2023week29: Climate Action Tracker,a87dd11b-e5c4-4dd9-b207-e0581857c0e8,,1.1,MoM2023week29: Climate Action Tracker,MoM2023week29ClimateActionTracker,,134.0,Dashboard,MoM2023week29ClimateActionTracker/sheets/Dashboard,9e445ef9-280f-4f06-8d57-1df84627a73f,yuta1985,Yuta Sakai,,0.0,[],,,2025/10/13 10:59:26
28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,We failed to process the request,ef5e9a725d87817329035cc50fb2bc64 eeuNmJgh,2025/10/13 10:59:26
29,True,True,False,True,False,True,True,False,12380891.0,775932.0,1687875379285.0,1687875447028.0,1687875379289.0,1687875447754.0,10248.0,MoM2023week25: Divorce Rate in UK,91c2358b-d7cd-435a-ad10-0a0e641bab46,,1.1,MoM2023week25: Divorce Rate in UK,MoM2023week25DivorceRateinUK,,92.0,DB,MoM2023week25DivorceRateinUK/sheets/DB,7458360e-cedd-4ead-819d-c6fc7e82a50f,yuta1985,Yuta Sakai,,0.0,[],,,2025/10/13 10:59:26
30,True,True,False,True,False,True,True,False,12380220.0,775932.0,1687869381597.0,1687869406293.0,1687869381602.0,1687872492937.0,9597.0,MoM2023week23: Which Professions are Forces to Drink?,f9d62df1-c67f-41ed-9b22-8f024c40a313,,1.1,MoM2023week26: Which Professions are Forces to Drink?,MoM2023week23WhichProfessionsareForcestoDrink,,128.0,Dashboard,MoM2023week23WhichProfessionsareForcestoDrink/sheets/Dashboard,551fc6b0-94bf-45e3-8abf-710d8ec695d1,yuta1985,Yuta Sakai,,1.0,[],,,2025/10/13 10:59:26
31,True,False,False,True,False,True,True,False,12309040.0,775932.0,1686932460272.0,1686932460272.0,1686932460276.0,1686932460868.0,32750.0,あのときみんなはどんな気分だった？,7c485cce-2417-4a70-b5b8-51b8ce7a9ae8,,1.0,あのときみんなはどんな気分だった？,_16869324602730,,258.0,日本の気分,_16869324602730/sheets/sheet0,4a8d6c39-1bea-4ccb-b551-0805b1d6e091,yuta1985,Yuta Sakai,,2.0,[],,,2025/10/13 10:59:26
32,True,False,False,True,False,True,True,False,12109136.0,775932.0,1684423954658.0,1684423954658.0,1684423954661.0,1684423955397.0,353631.0,WoW2023week20: Can you build a heat map with bathymetry lines?,59d97976-d103-49a1-8f2c-5c5903be704e,,1.0,WoW2023week20: Can you build a heat map with bathymetry lines?,WoW2023week20Canyoubuildaheatmapwithbathymetrylines,,92.0,DB,WoW2023week20Canyoubuildaheatmapwithbathymetrylines/sheets/DB,e8c46e24-a1c4-4e08-a6e6-6aa7dfeecb6d,yuta1985,Yuta Sakai,,2.0,[],,,2025/10/13 10:59:26
33,True,True,False,True,False,True,True,False,12074172.0,775932.0,1683988101846.0,1683988101846.0,1683988101851.0,1683988102857.0,34351.0,MoM2023week19: Biggest & Smallest dataset in MakeoverMonday,c6d53986-b28a-4bb7-802a-d372b1622167,,1.0,MoM2023week19: Biggest & Smallest dataset in MakeoverMonday,MoM2023week19BiggestSmallestdatasetinMakeoverMonday,,82.0,MoM2023w19,MoM2023week19BiggestSmallestdatasetinMakeoverMonday/sheets/MoM2023w19,f4fd7671-2ae1-453f-b708-e9af891fb8dc,yuta1985,Yuta Sakai,,2.0,[],,,2025/10/13 10:59:26
34,True,True,False,True,False,True,True,False,12036844.0,775932.0,1683554183369.0,1683554301461.0,1683554183373.0,1683554301947.0,12157.0,MoM2023w18: % of workers making minimum wage or less is decreasing,3a6890a3-0497-40b9-8b45-4264efde50f6,,1.1,MoM2023w18: % of workers making minimum wage or less is decreasing,MoM2023w18ofworkersmakingminimumwageorlessisdecreasing,,99.0,DB,MoM2023w18ofworkersmakingminimumwageorlessisdecreasing/sheets/DB,c1515618-192c-486b-935f-59a1671474a6,yuta1985,Yuta Sakai,,1.0,[],,,2025/10/13 10:59:26
35,True,True,False,True,False,True,True,False,12030933.0,775932.0,1683478282985.0,1684244785821.0,1683478282991.0,1684244786435.0,26282.0,睡眠時間と睡眠の質の関係,9317f0a7-6d5a-421d-9177-2273654bbb6a,,1.3,睡眠時間と睡眠の質の関係,_16834782829870,,244.0,睡眠時間,_16834782829870/sheets/sheet0,9c47bd27-281b-4669-bce8-58e2bd214f69,yuta1985,Yuta Sakai,,0.0,[],,,2025/10/13 10:59:26
36,True,True,False,True,False,True,True,False,11854316.0,775932.0,1681620959914.0,1681622231047.0,1681620959920.0,1681622231644.0,415872.0,WoW2023week15: Can you create a DIGITAL SIGNAGE?,510ab77b-ac7a-4884-9add-c1318e2da478,,1.3,WoW2023week15: Can you create a DIGITAL SIGNAGE?,WoW2023week15CanyoucreateaDIGITALSIGNAGE,,69.0,DB,WoW2023week15CanyoucreateaDIGITALSIGNAGE/sheets/DB,4428dcce-5fd1-4ed8-b4e7-0c8ad2202c11,yuta1985,Yuta Sakai,,0.0,[],,,2025/10/13 10:59:26
37,True,True,False,True,False,True,True,False,11652570.0,775932.0,1679481743450.0,1679481743450.0,1679481743455.0,1679481744394.0,2666333.0,クロス集計表をディメンションで色塗りする方法,a485cc4a-e8d1-4647-9380-652078ce3466,,1.0,クロス集計表をディメンションで色塗りする方法,_16794817434520,,453.0,ダッシュボード,_16794817434520/sheets/sheet0,4d15deb3-9753-444a-9eeb-05c741cbce41,yuta1985,Yuta Sakai,,3.0,[],,,2025/10/13 10:59:26
38,True,True,False,True,False,True,True,False,11637011.0,775932.0,1679324607033.0,1679324607033.0,1679324607038.0,1679324607611.0,262333.0,Comet Chart Sample,3c6464fa-866f-4317-8899-3c660633c5ef,,1.0,Comet Chart Sample,CometChartSample,,142.0,db,CometChartSample/sheets/db,9ea92b30-3ce4-4904-b5e0-ea19c11596a2,yuta1985,Yuta Sakai,,1.0,[],,,2025/10/13 10:59:26
39,True,True,False,True,False,True,True,False,11629139.0,775932.0,1679233800880.0,1679233800880.0,1679233800886.0,1679233802115.0,970840.0,MoM2023w11: Foreign players need to be taller in NCAA women's basketball?,48be9ada-aa74-4dc6-b886-7edb48335589,,1.0,MoM2023w11: Foreign players need to be taller in NCAA women's basketball?,MoM2023w11ForeignplayersneedtobetallerinNCAAwomensbasketball,,104.0,Dashboard,MoM2023w11ForeignplayersneedtobetallerinNCAAwomensbasketball/sheets/Dashboard,77f258a9-11ac-41c3-be75-cdc191853dda,yuta1985,Yuta Sakai,,1.0,[],,,2025/10/13 10:59:26
40,True,True,False,True,False,True,True,False,11501708.0,775932.0,1677803239170.0,1677803239170.0,1677803239174.0,1680592984883.0,354725.0,WOW2023week09: A tricky filter,13118431-2b52-4ab9-a1c2-42b743636a23,,1.0,WoW2023week09: A tricky filter,WOW2023week09Atrickyfilter,,71.0,Dashboard,WOW2023week09Atrickyfilter/sheets/Dashboard,7990556f-b29a-47a4-9425-9fa253c1a831,yuta1985,Yuta Sakai,,0.0,[],,,2025/10/13 10:59:26
41,True,False,False,True,False,True,True,False,11497018.0,775932.0,1677759166237.0,1677759166237.0,1677759166242.0,1677759167168.0,590880.0,#和viz2023冬,e7ec7e23-444c-4aca-ba40-312cf59d34c8,,1.0,#和viz2023冬,viz2023,,95.0,港別出入国者数 (グラフ),viz2023/sheets/sheet5,718a8070-7578-4cd9-87c3-af40092cf3e6,yuta1985,Yuta Sakai,,0.0,[],,,2025/10/13 10:59:26
42,True,True,False,True,False,True,True,False,11442929.0,775932.0,1677164796543.0,1677166446690.0,1677164796550.0,1677166447224.0,353498.0,棒グラフの下に線をつける,d956cfc7-95da-453c-a7d5-3ed3ebccc9ae,,1.3,棒グラフの下に線をつける,_16771647965450,,107.0,横グラフの下に影,_16771647965450/sheets/sheet2,263bf959-67e6-493f-be23-8e1184605dd3,yuta1985,Yuta Sakai,,1.0,[],,,2025/10/13 10:59:26
43,True,True,False,True,False,True,True,False,11438998.0,775932.0,1677128746699.0,1677128746699.0,1677128746703.0,1677129907880.0,353201.0,WoW2023week08: Can you build a comet chart,b18dcd81-f648-40ba-9802-fb8f562feb09,,1.0,WoW2023week08: Can you build a comet chart,WoW2023week08Canyoubuildacometchart,,68.0,DB,WoW2023week08Canyoubuildacometchart/sheets/DB,ce7e8d5b-53a3-4b54-a640-d1ee1690d997,yuta1985,Yuta Sakai,,0.0,"[{'authorDisplayName': 'Luke Stanke', 'authorProfileName': 'stanke', 'attributionUrl': 'https://public.tableau.com/app/profile/stanke/viz/WOW2023Week8CometChart/WOW2023Week8Canyoubuildacometchartasanalternativetoaside-by-sidebarchart', 'workbookName': '#WOW2023 Week 8: Comet Chart', 'workbookRepoUrl': 'WOW2023Week8CometChart', 'workbookViewName': 'WOW2023Week8Canyoubuildacometchartasanalternativetoaside-by-sidebarchart'}]",,,2025/10/13 10:59:26
44,True,True,False,True,False,True,True,False,11416152.0,775932.0,1676903275768.0,1676903956844.0,1676903275774.0,1676903957254.0,32954.0,WoW2023week07: Can you create a jittered bar chart?,0dc01b5f-0f98-4826-9dcc-88f1ef3c1224,,1.3,WoW2023week07: Can you create a jittered bar chart?,WoW2023week07Canyoucreateajitteredbarchart,,71.0,DB,WoW2023week07Canyoucreateajitteredbarchart/sheets/DB,ec8e671a-5f0a-48ca-9164-d41498ba1d97,yuta1985,Yuta Sakai,,0.0,"[{'authorDisplayName': 'Lorna Brown', 'authorProfileName': 'lorna.eden', 'attributionUrl': 'https://public.tableau.com/app/profile/lorna.eden/viz/WOW2023W7/WOW2023W7', 'workbookName': '#WOW2023 W7', 'workbookRepoUrl': 'WOW2023W7', 'workbookViewName': 'WOW2023W7'}]",,,2025/10/13 10:59:26
45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,We failed to process the request,2917c875ab0364fe577b3221c455e6e5 YmGIwEmA,2025/10/13 10:59:26
46,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,We failed to process the request,362149c26a4d668f200f646b83d97105 bBxqInSL,2025/10/13 10:59:26
47,True,False,False,True,True,True,True,False,11262104.0,775932.0,1675091237889.0,1675299161327.0,1675091237894.0,1676349829480.0,14328.0,2023年 | 毎日の目標管理カレンダー,ba245e8f-cdd5-424a-9fcc-ea0cc69de017,,1.2,2023年 | 毎日の目標管理カレンダー,2023_16750912378900,,180.0,Daily,2023_16750912378900/sheets/Daily,ff80be59-cc2e-496f-b4d4-c89dcd4f4e09,yuta1985,Yuta Sakai,,2.0,"[{'authorDisplayName': 'Chris Westlake', 'authorProfileName': 'westlake.cjw', 'attributionUrl': 'https://public.tableau.com/app/profile/westlake.cjw/viz/Goaltrackingtemplate2/GoalTrackingin2023', 'workbookName': 'Goal Tracking 2023 - A template for goals', 'workbookRepoUrl': 'Goaltrackingtemplate2', 'workbookViewName': 'GoalTrackingin2023'}]",,,2025/10/13 10:59:26
48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,We failed to process the request,13894c1bf2adc867ba98c9ebf90f26a5 wnHsvTEL,2025/10/13 10:59:26
49,True,True,False,True,False,True,True,False,11261694.0,775932.0,1675087390130.0,1675087609314.0,1675087390134.0,1675087609921.0,35646.0,WoW2023week04: Can you visualize survey sentiment data?,897f9085-5e61-486c-ac18-d39d4d9231fd,,1.2,WoW2023week04: Can you visualize survey sentiment data?,WoW2023week04Canyouvisualizesurveysentimentdata,,75.0,DB,WoW2023week04Canyouvisualizesurveysentimentdata/sheets/DB,27979305-6409-4bb3-a91d-dec685682e2e,yuta1985,Yuta Sakai,,0.0,[],,,2025/10/13 10:59:26
50,True,True,False,True,False,True,True,False,11215340.0,775932.0,1674476883648.0,1674482258329.0,1674476883655.0,1674482259001.0,19996.0,県庁所在地クイズ！,738651c8-d5db-42f0-b8c5-bfb14299b987,,1.5,県庁所在地クイズ！,_16744768836510,,218.0,出題,_16744768836510/sheets/sheet1,40bee36a-b835-48c8-8503-15debd37fa1d,yuta1985,Yuta Sakai,,1.0,"[{'authorDisplayName': 'noriko ooi', 'authorProfileName': 'noriko.ooi', 'attributionUrl': 'https://public.tableau.com/app/profile/noriko.ooi/viz/_16738556735700/sheet0_1', 'workbookName': '県庁所在地を覚えよう！', 'workbookRepoUrl': '_16738556735700', 'workbookViewName': 'sheet0_1'}]",,,2025/10/13 10:59:26
